transaction_id,portfolio_id,instrument_id,txn_date,txn_type,quantity,price,fees,amount
3150,20,287,2026-04-06,DIVIDEND,0,0.00,0.00,1502343.12
3151,23,287,2026-04-06,DIVIDEND,0,0.00,0.00,3145601.89
3152,24,110,2026-04-06,SELL,674851,46.86,56196.27,31567321.59
3153,27,287,2026-04-06,DIVIDEND,0,0.00,0.00,484008.35
3154,28,422,2026-04-06,BUY,365986,51.28,65012.22,18832774.30
3155,33,287,2026-04-06,DIVIDEND,0,0.00,0.00,22127.25
3156,33,506,2026-04-06,SELL,5159,98.42,293.12,507455.66
3157,35,87,2026-04-06,BUY,19892,2313.91,48503.61,46076801.33
3158,36,522,2026-04-06,SELL,5366367,13.46,136994.26,72094305.56
3159,37,520,2026-04-06,SELL,514196,26.77,67504.22,13697522.70
3160,38,500,2026-04-06,BUY,22228,801.77,65570.92,17887314.48
3161,39,481,2026-04-06,BUY,41451,912.01,24746.72,37828473.23
3162,41,520,2026-04-06,BUY,435555,26.64,28401.16,11631586.36
3163,1,439,2026-04-07,BUY,18722,1772.31,42477.90,33223665.72
3164,3,425,2026-04-07,SELL,23468,1370.72,66981.46,32101075.50
3165,4,515,2026-04-07,SELL,555017,93.67,147296.24,51841146.15
3166,5,301,2026-04-07,SELL,17474,2128.66,176994.89,37019209.95
3167,6,305,2026-04-07,BUY,5839,72.44,816.50,423793.66
3168,7,337,2026-04-07,SELL,14441,1095.82,24517.45,15800219.17
3169,15,241,2026-04-07,BUY,13889,2825.59,142811.29,39387430.80
3170,16,518,2026-04-07,SELL,2696568,12.14,16691.53,32719643.99
3171,17,485,2026-04-07,BUY,162306,604.18,342603.97,98404643.05
3172,18,263,2026-04-07,BUY,617182,74.02,114605.11,45798416.75
3173,23,423,2026-04-07,BUY,28599,618.12,42202.13,17719816.01
3174,24,198,2026-04-07,SELL,79321,104.25,14694.73,8254519.52
3175,26,451,2026-04-07,BUY,141814,173.14,93265.90,24646941.86
3176,28,264,2026-04-07,BUY,8393,1164.88,33867.32,9810705.16
3177,32,521,2026-04-07,BUY,386820,29.48,43643.37,11447096.97
3178,36,171,2026-04-07,BUY,3467,1797.42,11818.99,6243474.13
3179,39,237,2026-04-07,SELL,146547,311.32,29865.31,45593146.73
3180,41,500,2026-04-07,BUY,12993,809.50,25744.54,10543578.04
3181,3,200,2026-04-08,SELL,415162,529.00,457301.96,219163396.04
3182,4,464,2026-04-08,BUY,98592,372.56,104069.33,36835504.85
3183,7,50,2026-04-08,BUY,29585,1537.75,70484.91,45564818.66
3184,17,307,2026-04-08,BUY,471871,311.39,513356.93,147449267.62
3185,18,352,2026-04-08,BUY,9080,2296.89,52319.99,20908081.19
3186,20,317,2026-04-08,SELL,97428,267.78,77393.32,26011876.52
3187,23,254,2026-04-08,BUY,45478,710.59,77149.16,32393361.18
3188,24,230,2026-04-08,BUY,14970,783.88,20853.01,11755536.61
3189,25,484,2026-04-08,BUY,6155,3990.75,34611.52,24597677.77
3190,26,437,2026-04-08,BUY,26951,657.27,67286.05,17781369.82
3191,30,270,2026-04-08,SELL,42955,453.42,41116.07,19435540.03
3192,32,277,2026-04-08,SELL,14590,1463.95,81745.41,21277285.09
3193,33,404,2026-04-08,SELL,3867,450.93,1006.65,1742739.66
3194,39,360,2026-04-08,SELL,98946,357.56,23159.56,35355972.20
3195,41,476,2026-04-08,BUY,5382,1696.09,22343.51,9150699.89
3196,2,374,2026-04-09,SELL,61859,139.68,28281.72,8612183.40
3197,3,200,2026-04-09,BUY,422052,539.25,473899.13,228065440.13
3198,8,27,2026-04-09,BUY,3807,767.01,6677.56,2926684.63
3199,14,518,2026-04-09,BUY,3882376,12.13,36531.25,47129752.13
3200,17,21,2026-04-09,BUY,674356,192.04,452451.88,129955778.12
3201,18,61,2026-04-09,BUY,122340,594.47,182448.40,72909908.20
3202,24,172,2026-04-09,SELL,3189,2740.05,15527.81,8722491.64
3203,30,323,2026-04-09,SELL,16343,1412.33,48726.49,23032982.70
3204,39,271,2026-04-09,SELL,11637,1556.41,11856.27,18100086.90
3205,41,64,2026-04-09,BUY,43421,293.08,31149.05,12756975.73
3206,2,267,2026-04-10,SELL,1373,1767.29,7942.32,2418546.85
3207,3,388,2026-04-10,SELL,88284,901.30,165684.23,79404684.97
3208,4,518,2026-04-10,BUY,1019790,12.18,35191.91,12456234.11
3209,7,340,2026-04-10,BUY,37964,381.17,22419.68,14493157.56
3210,8,480,2026-04-10,BUY,340,5176.97,4025.21,1764195.01
3211,9,315,2026-04-10,BUY,357329,91.55,27020.01,32740489.96
3212,11,103,2026-04-10,DIVIDEND,0,0.00,0.00,102608.85
3213,14,103,2026-04-10,DIVIDEND,0,0.00,0.00,1490507.17
3214,15,473,2026-04-10,BUY,22673,685.18,56532.23,15591618.37
3215,17,316,2026-04-10,BUY,415972,160.36,233051.35,66938321.27
3216,21,517,2026-04-10,BUY,188366,26.06,24193.00,4933010.96
3217,23,103,2026-04-10,DIVIDEND,0,0.00,0.00,2791187.96
3218,28,103,2026-04-10,DIVIDEND,0,0.00,0.00,569917.67
3219,28,417,2026-04-10,DIVIDEND,0,0.00,0.00,460287.96
3220,28,443,2026-04-10,BUY,41717,206.44,29832.48,8641889.96
3221,36,517,2026-04-10,SELL,1000828,26.28,49884.06,26251875.78
3222,39,218,2026-04-10,BUY,302877,975.32,193373.31,295595368.95
3223,40,509,2026-04-10,BUY,793165,109.31,214731.54,86915597.69
3224,41,519,2026-04-10,BUY,621687,13.29,20223.46,8282443.69
3225,42,312,2026-04-10,BUY,86721,1640.88,79327.32,142378081.80
3226,2,324,2026-04-13,SELL,19704,691.01,44566.39,13571094.65
3227,3,148,2026-04-13,SELL,88789,434.86,80396.74,38530387.80
3228,5,385,2026-04-13,DIVIDEND,0,0.00,0.00,514827.93
3229,7,245,2026-04-13,BUY,16638,1020.40,26303.31,17003718.51
3230,10,385,2026-04-13,DIVIDEND,0,0.00,0.00,618059.68
3231,11,31,2026-04-13,SELL,4897,1455.48,23103.63,7104381.93
3232,14,418,2026-04-13,SELL,53694,657.63,27391.35,35283393.87
3233,19,518,2026-04-13,BUY,1445782,12.03,42770.80,17435528.26
3234,24,446,2026-04-13,BUY,11242,684.05,13665.60,7703755.70
3235,27,325,2026-04-13,BUY,40010,234.87,8631.22,9405779.92
3236,28,107,2026-04-13,BUY,60963,179.18,37838.89,10961189.23
3237,33,201,2026-04-13,BUY,766,1944.45,859.85,1490308.55
3238,35,220,2026-04-13,SELL,98858,246.32,25660.24,24325042.32
3239,36,20,2026-04-13,BUY,15523,1298.16,38219.13,20189556.81
3240,39,360,2026-04-13,SELL,99593,357.68,23318.82,35599105.42
3241,41,23,2026-04-13,BUY,2235,2155.58,11792.35,4829513.65
3242,42,111,2026-04-13,BUY,1090766,393.54,239299.69,429499351.33
3243,2,9,2026-04-15,BUY,21663,2615.79,185477.07,56851335.84
3244,3,48,2026-04-15,SELL,135494,765.88,216078.02,103556066.70
3245,4,518,2026-04-15,BUY,2052497,12.17,70771.43,25049659.92
3246,5,44,2026-04-15,SELL,20267,2473.91,238580.79,49900153.18
3247,6,37,2026-04-15,BUY,1718,448.57,1487.63,772130.89
3248,15,261,2026-04-15,BUY,35554,1030.31,133302.66,36764944.40
3249,17,169,2026-04-15,SELL,324176,318.55,360786.22,102905478.58
3250,18,502,2026-04-15,BUY,62949,587.40,92760.78,37069003.38
3251,23,87,2026-04-15,SELL,22215,2196.00,116463.39,48667676.61
3252,28,21,2026-04-15,BUY,19391,202.50,13602.15,3940279.65
3253,35,489,2026-04-15,BUY,37205,1563.31,61290.84,58224239.39
3254,39,218,2026-04-15,SELL,111986,932.37,68349.47,104344037.35
3255,39,271,2026-04-15,DIVIDEND,0,0.00,0.00,109141.56
3256,41,202,2026-04-15,BUY,2457,4081.77,24547.79,10053456.68
3257,42,122,2026-04-15,BUY,45408,1523.79,38572.62,69230828.94
3258,43,78,2026-04-15,BUY,122856,679.54,157395.25,83642961.49
3259,3,56,2026-04-16,BUY,102828,416.98,89280.46,42966499.90
3260,4,484,2026-04-16,DIVIDEND,0,0.00,0.00,39323.09
3261,4,520,2026-04-16,BUY,299027,26.72,22637.67,8012639.11
3262,5,404,2026-04-16,DIVIDEND,0,0.00,0.00,572923.58
3263,5,447,2026-04-16,BUY,25135,1977.96,236569.36,49952593.96
3264,6,37,2026-04-16,DIVIDEND,0,0.00,0.00,28839.72
3265,7,501,2026-04-16,SELL,98073,240.09,36480.63,23509865.94
3266,8,34,2026-04-16,SELL,2227,1237.20,6300.78,2748943.62
3267,8,489,2026-04-16,DIVIDEND,0,0.00,0.00,70795.35
3268,12,489,2026-04-16,DIVIDEND,0,0.00,0.00,121305.16
3269,15,397,2026-04-16,SELL,43147,689.69,108289.65,29649764.78
3270,15,484,2026-04-16,DIVIDEND,0,0.00,0.00,874938.73
3271,17,251,2026-04-16,SELL,30902,1045.43,112868.57,32193009.29
3272,18,326,2026-04-16,SELL,426000,247.46,264457.72,105153502.28
3273,19,489,2026-04-16,DIVIDEND,0,0.00,0.00,626071.93
3274,20,276,2026-04-16,BUY,4064,4689.36,56533.89,19114092.93
3275,24,446,2026-04-16,SELL,29222,656.04,34067.29,19136733.59
3276,25,484,2026-04-16,DIVIDEND,0,0.00,0.00,861709.98
3277,27,42,2026-04-16,BUY,3312,1164.15,3541.40,3859206.20
3278,31,37,2026-04-16,DIVIDEND,0,0.00,0.00,1771264.94
3279,33,404,2026-04-16,DIVIDEND,0,0.00,0.00,17744.40
3280,33,489,2026-04-16,DIVIDEND,0,0.00,0.00,11772.82
3281,35,489,2026-04-16,DIVIDEND,0,0.00,0.00,729914.71
3282,36,521,2026-04-16,BUY,1338667,29.17,74060.38,39122976.77
3283,37,519,2026-04-16,SELL,636395,13.39,41788.92,8479540.13
3284,39,237,2026-04-16,BUY,340983,301.36,67266.90,102825903.78
3285,41,362,2026-04-16,BUY,16767,788.02,32340.85,13245072.19
3286,42,341,2026-04-16,BUY,18042,3093.36,31112.64,55841513.76
3287,43,423,2026-04-16,BUY,686233,611.33,790910.85,420305730.74
3288,2,209,2026-04-17,SELL,2592,9008.82,76431.37,23274430.07
3289,3,186,2026-04-17,SELL,522225,386.03,419767.21,201174749.54
3290,4,517,2026-04-17,SELL,370193,26.20,27479.85,9671576.75
3291,7,34,2026-04-17,BUY,20231,1242.45,38943.51,25174949.46
3292,10,497,2026-04-17,BUY,8430,1851.98,51137.70,15663329.10
3293,12,375,2026-04-17,BUY,1479,1645.77,11421.72,2445515.55
3294,14,380,2026-04-17,BUY,282520,104.77,22961.08,29622581.48
3295,16,391,2026-04-17,BUY,72649,618.15,22897.58,44930876.93
3296,17,316,2026-04-17,BUY,267299,149.76,139857.14,40170555.38
3297,21,516,2026-04-17,SELL,9812,1093.71,52889.87,10678592.65
3298,24,110,2026-04-17,BUY,415895,47.35,34994.60,19727622.85
3299,28,51,2026-04-17,SELL,7707,2425.26,64747.97,18626730.85
3300,32,176,2026-04-17,BUY,14905,2220.18,126649.07,33218431.97
3301,39,113,2026-04-17,SELL,487064,195.51,62335.88,95163546.76
3302,41,468,2026-04-17,BUY,14793,836.76,30298.14,12408488.82
3303,42,468,2026-04-17,BUY,199192,840.57,93339.92,167528159.36
3304,43,387,2026-04-17,BUY,70957,704.23,94208.48,50064256.59
3305,2,9,2026-04-20,BUY,5314,2583.47,44935.93,13773495.51
3306,4,287,2026-04-20,BUY,4390,753.89,9376.86,3318953.96
3307,6,519,2026-04-20,BUY,156108,13.42,4044.08,2099013.44
3308,8,473,2026-04-20,BUY,6565,689.55,10352.24,4537247.99
3309,11,516,2026-04-20,BUY,10716,1082.74,37609.78,11640251.62
3310,21,521,2026-04-20,BUY,93183,29.24,13428.48,2738099.40
3311,24,255,2026-04-20,BUY,89065,373.92,59181.11,33362365.91
3312,25,516,2026-04-20,BUY,117792,1092.72,181368.87,128895043.11
3313,28,107,2026-04-20,BUY,54800,188.79,35837.86,10381529.86
3314,30,140,2026-04-20,BUY,6115,1391.51,17963.04,8527046.69
3315,34,505,2026-04-20,BUY,254861,256.39,141641.98,65485453.77
3316,36,521,2026-04-20,BUY,1186758,29.23,65791.22,34754727.56
3317,37,176,2026-04-20,SELL,1819,2233.00,19919.35,4041907.65
3318,39,67,2026-04-20,DIVIDEND,0,0.00,0.00,824374.93
3319,41,9,2026-04-20,BUY,7085,2589.48,44906.71,18391372.51
3320,42,423,2026-04-20,BUY,336285,617.54,115769.52,207785208.42
3321,3,186,2026-04-21,BUY,121182,378.13,95413.33,45917962.99
3322,5,430,2026-04-21,SELL,86445,334.05,137408.46,28739543.79
3323,10,399,2026-04-21,SELL,111605,430.04,157206.25,47837407.95
3324,13,519,2026-04-21,BUY,2595027,13.41,47650.28,34846962.35
3325,33,123,2026-04-21,BUY,302,1515.48,264.21,457939.17
3326,37,176,2026-04-21,SELL,2263,2285.94,25368.99,5147713.23
3327,38,500,2026-04-21,SELL,61590,830.14,188114.65,50940207.95
3328,39,113,2026-04-21,BUY,470746,196.49,60549.45,92557430.99
3329,41,287,2026-04-21,BUY,11961,750.72,21978.81,9001340.73
3330,42,5,2026-04-21,BUY,125328,843.41,58926.21,105761814.69
3331,43,208,2026-04-21,BUY,164268,496.11,153642.43,81648639.91
3332,1,66,2026-04-22,DIVIDEND,0,0.00,0.00,159128.21
3333,2,515,2026-04-22,SELL,716361,92.97,217993.49,66382088.68
3334,3,286,2026-04-22,BUY,77815,624.64,101209.88,48707571.48
3335,4,515,2026-04-22,SELL,79029,94.03,21054.15,7410042.72
3336,9,120,2026-04-22,BUY,128667,567.44,60303.98,73071106.46
3337,10,34,2026-04-22,BUY,12132,1299.58,51643.15,15818147.71
3338,16,207,2026-04-22,BUY,3629,3902.82,7221.57,14170555.35
3339,17,368,2026-04-22,BUY,70729,751.80,185776.73,53359838.93
3340,18,317,2026-04-22,SELL,98456,272.37,67273.36,26749187.36
3341,24,432,2026-04-22,SELL,80112,244.01,34737.82,19513391.30
3342,28,326,2026-04-22,SELL,359555,251.49,313233.74,90111253.21
3343,39,271,2026-04-22,BUY,5593,1397.64,5117.09,7822117.61
3344,40,502,2026-04-22,BUY,100549,585.16,145721.89,58982974.73
3345,41,512,2026-04-22,BUY,109689,91.80,24647.03,10094097.23
3346,42,9,2026-04-22,BUY,17333,2647.73,25584.04,45918688.13
3347,43,425,2026-04-22,BUY,60937,1377.74,158280.92,84113623.30
3348,2,479,2026-04-23,DIVIDEND,0,0.00,0.00,508796.83
3349,7,520,2026-04-23,BUY,1358414,27.34,57539.95,37196578.71
3350,8,27,2026-04-23,DIVIDEND,0,0.00,0.00,65356.35
3351,17,485,2026-04-23,SELL,110768,585.52,226593.54,64630285.82
3352,18,100,2026-04-23,BUY,71189,910.32,162573.07,64967343.55
3353,19,519,2026-04-23,BUY,6682940,13.20,216930.42,88431738.42
3354,20,344,2026-04-23,BUY,10992,1499.60,48898.29,16532501.49
3355,22,504,2026-04-23,BUY,2144020,22.95,120017.29,49325276.29
3356,23,287,2026-04-23,SELL,96439,775.29,178495.65,74589696.66
3357,24,41,2026-04-23,BUY,33142,831.82,48989.77,27617168.21
3358,27,42,2026-04-23,BUY,3633,1190.78,3973.50,4330077.24
3359,31,325,2026-04-23,BUY,362716,224.84,86936.39,81640001.83
3360,32,27,2026-04-23,DIVIDEND,0,0.00,0.00,550407.50
3361,33,480,2026-04-23,BUY,70,5070.62,204.91,355148.31
3362,35,479,2026-04-23,DIVIDEND,0,0.00,0.00,1342194.65
3363,36,325,2026-04-23,BUY,113331,222.12,47743.40,25220825.12
3364,37,27,2026-04-23,DIVIDEND,0,0.00,0.00,186590.47
3365,41,510,2026-04-23,BUY,69721,200.91,34286.56,14041932.67
3366,42,446,2026-04-23,BUY,254652,658.88,93535.20,167878644.96
3367,43,285,2026-04-23,BUY,394480,227.04,168852.54,89731591.74
3368,44,314,2026-04-23,BUY,570348,425.60,822960.35,243563069.15
3369,2,287,2026-04-24,DIVIDEND,0,0.00,0.00,488769.82
3370,3,180,2026-04-24,BUY,317963,155.05,102654.54,49402817.69
3371,4,287,2026-04-24,DIVIDEND,0,0.00,0.00,505125.20
3372,5,447,2026-04-24,SELL,30865,2009.12,295076.26,61716412.54
3373,6,90,2026-04-24,BUY,1014,1624.67,3180.13,1650595.51
3374,9,313,2026-04-24,DIVIDEND,0,0.00,0.00,2563817.17
3375,11,287,2026-04-24,DIVIDEND,0,0.00,0.00,392336.83
3376,12,251,2026-04-24,SELL,49400,1065.05,246883.03,52366586.97
3377,14,120,2026-04-24,BUY,28914,586.14,13146.67,16960798.63
3378,18,263,2026-04-24,BUY,339236,80.11,68175.81,27244371.77
3379,20,287,2026-04-24,DIVIDEND,0,0.00,0.00,1578814.63
3380,23,287,2026-04-24,DIVIDEND,0,0.00,0.00,2330271.81
3381,27,287,2026-04-24,DIVIDEND,0,0.00,0.00,508645.09
3382,28,145,2026-04-24,BUY,29124,289.68,29224.83,8465865.15
3383,32,292,2026-04-24,BUY,15367,975.83,57391.17,15052970.78
3384,33,287,2026-04-24,DIVIDEND,0,0.00,0.00,23253.56
3385,37,313,2026-04-24,DIVIDEND,0,0.00,0.00,152646.99
3386,37,516,2026-04-24,BUY,13909,1078.09,73536.80,15068690.61
3387,41,199,2026-04-24,BUY,16573,548.28,22241.41,9108885.85
3388,41,287,2026-04-24,DIVIDEND,0,0.00,0.00,120981.23
3389,43,171,2026-04-24,BUY,36117,1701.35,115847.21,61563505.16
3390,44,54,2026-04-24,BUY,281523,1230.43,1174378.70,347568723.59
3391,1,320,2026-04-27,BUY,5809,1302.03,9682.63,7573174.90
3392,4,516,2026-04-27,BUY,8280,1089.51,25559.15,9046701.95
3393,6,517,2026-04-27,BUY,46215,26.54,2367.69,1228913.79
3394,7,522,2026-04-27,BUY,608788,13.61,12836.98,8298441.66
3395,10,68,2026-04-27,BUY,23077,679.81,51385.93,15739361.30
3396,15,43,2026-04-27,SELL,24493,2183.19,194587.95,53278284.72
3397,17,251,2026-04-27,SELL,18967,1091.97,72360.38,20639034.61
3398,18,519,2026-04-27,BUY,3215244,13.30,107277.15,42870022.35
3399,24,253,2026-04-27,SELL,94582,624.45,104955.08,58956774.82
3400,28,443,2026-04-27,SELL,157679,196.93,107564.32,30944161.15
3401,30,161,2026-04-27,DIVIDEND,0,0.00,0.00,197272.01
3402,32,518,2026-04-27,SELL,2004240,12.17,93351.68,24298249.12
3403,33,230,2026-04-27,BUY,888,831.96,426.49,739206.97
3404,35,150,2026-04-27,BUY,34600,696.62,25399.27,24128451.27
3405,36,92,2026-04-27,BUY,17907,1249.10,42422.57,22410056.27
3406,39,342,2026-04-27,SELL,495231,132.78,43045.09,65713727.09
3407,41,304,2026-04-27,BUY,1699,5477.91,22780.70,9329749.79
3408,42,305,2026-04-27,BUY,3007820,69.48,116501.98,209099835.58
3409,43,469,2026-04-27,BUY,507036,386.07,369049.89,196120438.41
3410,44,45,2026-04-27,BUY,506994,558.47,959931.05,284100870.23
3411,1,241,2026-04-28,SELL,8298,2846.88,30242.23,23593168.01
3412,3,56,2026-04-28,SELL,146144,427.31,130033.08,62318759.56
3413,6,521,2026-04-28,SELL,84684,29.80,4871.46,2518711.74
3414,16,516,2026-04-28,BUY,17290,1093.24,9637.77,18911757.37
3415,17,485,2026-04-28,BUY,142886,609.65,304341.89,87414791.79
3416,19,522,2026-04-28,BUY,18924786,13.52,629197.00,256492303.72
3417,21,310,2026-04-28,SELL,1756,1337.15,11572.24,2336463.16
3418,24,110,2026-04-28,BUY,127932,50.27,11428.40,6442570.04
3419,30,323,2026-04-28,SELL,22562,1519.25,72360.90,34204957.60
3420,31,395,2026-04-28,BUY,6539,5672.22,39539.01,37130185.59
3421,32,519,2026-04-28,SELL,7781511,13.33,396986.68,103330554.95
3422,33,230,2026-04-28,SELL,1204,836.52,581.43,1006588.65
3423,35,128,2026-04-28,SELL,21003,1849.21,40927.64,38798029.99
3424,36,123,2026-04-28,SELL,13809,1392.93,36481.15,19198489.22
3425,37,501,2026-04-28,BUY,103202,255.53,129325.40,26500532.46
3426,39,224,2026-04-28,SELL,41420,2005.12,54366.77,82997703.63
3427,41,383,2026-04-28,BUY,5883,894.42,12879.50,5274752.36
3428,42,132,2026-04-28,BUY,362858,443.01,89613.18,160839335.76
3429,42,312,2026-04-28,DIVIDEND,0,0.00,0.00,583162.64
3430,43,360,2026-04-28,BUY,388673,361.19,264667.32,140649468.19
3431,44,301,2026-04-28,BUY,49142,2223.06,370374.76,109615989.28
3432,2,28,2026-04-29,BUY,7247,1447.24,34329.51,10522477.79
3433,3,148,2026-04-29,BUY,111835,409.38,95331.00,45878343.30
3434,4,514,2026-04-29,BUY,197421,96.65,54060.50,19134800.15
3435,7,522,2026-04-29,SELL,712468,13.53,14934.89,9624757.15
3436,8,86,2026-04-29,SELL,4813,1532.84,16871.23,7360687.69
3437,10,341,2026-04-29,BUY,3993,3058.90,40007.54,12254195.24
3438,16,517,2026-04-29,SELL,2702077,26.41,36385.83,71325467.74
3439,17,120,2026-04-29,BUY,61166,591.79,126464.66,36323891.80
3440,18,449,2026-04-29,SELL,17850,632.82,28337.40,11267499.60
3441,20,220,2026-04-29,DIVIDEND,0,0.00,0.00,563154.86
3442,23,446,2026-04-29,BUY,28548,678.02,46209.25,19402324.21
3443,28,443,2026-04-29,BUY,161295,204.20,114093.03,33050532.03
3444,29,220,2026-04-29,DIVIDEND,0,0.00,0.00,237520.76
3445,35,220,2026-04-29,DIVIDEND,0,0.00,0.00,1189202.44
3446,40,514,2026-04-29,SELL,746933,95.53,176723.31,71177786.18
3447,41,375,2026-04-29,BUY,6952,1748.49,29753.06,12185255.54
3448,42,480,2026-04-29,BUY,14275,5113.57,40693.21,73036904.96
3449,43,255,2026-04-29,BUY,151880,410.08,117421.98,62400372.38
3450,44,420,2026-04-29,BUY,343649,682.47,795126.12,235325259.15
3451,2,398,2026-04-30,BUY,4438,1536.08,22313.61,6839436.65
3452,3,388,2026-04-30,BUY,34599,1011.71,72886.88,35077041.17
3453,4,517,2026-04-30,BUY,3714082,26.16,275279.63,97435664.75
3454,7,369,2026-04-30,BUY,7906,6485.21,79436.42,51351506.68
3455,11,141,2026-04-30,SELL,4206,1009.38,13761.57,4231690.71
3456,15,484,2026-04-30,BUY,5525,4226.66,84979.08,23437275.58
3457,17,307,2026-04-30,BUY,65248,310.36,70749.67,20321118.95
3458,23,487,2026-04-30,BUY,17093,1391.15,56767.92,23835694.87
3459,26,48,2026-04-30,BUY,38899,775.94,114649.71,30297939.77
3460,32,481,2026-04-30,BUY,23623,952.93,86154.49,22597219.88
3461,37,518,2026-04-30,BUY,1441427,12.42,87794.65,17990317.99
3462,39,91,2026-04-30,BUY,59565,308.21,12017.69,18370546.34
3463,41,505,2026-04-30,BUY,34216,257.27,21546.52,8824296.84
3464,42,325,2026-04-30,BUY,1363019,224.92,170903.77,306741137.25
3465,43,211,2026-04-30,BUY,1251176,95.45,225151.36,119649900.56
3466,44,308,2026-04-30,BUY,450914,424.59,649083.92,192102659.18
3467,3,388,2026-05-04,BUY,31976,991.44,66011.62,31768297.06
3468,5,44,2026-05-04,DIVIDEND,0,0.00,0.00,2380896.47
3469,8,210,2026-05-04,SELL,5620,987.97,12697.38,5539694.02
3470,9,240,2026-05-04,BUY,232633,207.56,39881.72,48325187.20
3471,18,120,2026-05-04,BUY,18311,560.60,25751.75,10290898.35
3472,19,516,2026-05-04,SELL,24211,1093.11,65081.20,26400205.01
3473,27,44,2026-05-04,DIVIDEND,0,0.00,0.00,91136.71
3474,28,21,2026-05-04,SELL,186051,223.85,144268.52,41503247.83
3475,34,518,2026-05-04,BUY,7792917,12.48,210815.31,97466419.47
3476,35,480,2026-05-04,SELL,4447,4943.54,23166.17,21960756.21
3477,36,210,2026-05-04,BUY,9974,979.94,18537.27,9792458.83
3478,41,521,2026-05-04,BUY,505690,29.46,36464.97,14934092.37
3479,42,317,2026-05-04,BUY,438946,282.09,69027.23,123891304.37
3480,43,33,2026-05-04,BUY,456225,421.69,362704.22,192748224.47
3481,44,313,2026-05-04,BUY,239387,1227.69,996383.79,294889409.82
3482,4,4,2026-05-05,DIVIDEND,0,0.00,0.00,351751.00
3483,4,24,2026-05-05,SELL,17789,1184.00,59674.40,21002501.60
3484,7,4,2026-05-05,DIVIDEND,0,0.00,0.00,772200.13
3485,9,4,2026-05-05,DIVIDEND,0,0.00,0.00,3016902.88
3486,14,446,2026-05-05,BUY,64637,667.87,33487.23,43202600.42
3487,16,449,2026-05-05,SELL,56876,633.79,18379.79,36029060.25
3488,21,521,2026-05-05,SELL,345452,29.70,50565.81,10209358.59
3489,23,446,2026-05-05,BUY,44265,672.83,71101.14,29853921.09
3490,26,16,2026-05-05,BUY,108536,151.51,62462.80,16506752.16
3491,28,184,2026-05-05,SELL,184839,164.65,105423.60,30328317.75
3492,30,323,2026-05-05,BUY,37608,1502.62,119296.18,56629829.14
3493,33,178,2026-05-05,BUY,124,2936.15,210.18,364292.78
3494,41,515,2026-05-05,BUY,251416,92.93,57188.36,23421277.24
3495,42,68,2026-05-05,BUY,143927,692.83,55589.22,99772532.63
3496,43,130,2026-05-05,BUY,723395,143.24,195352.98,103814452.78
3497,44,476,2026-05-05,BUY,57801,1711.15,335321.04,99241502.19
3498,3,186,2026-05-06,SELL,553936,385.89,445095.20,213313267.84
3499,7,513,2026-05-06,BUY,241132,149.13,55713.27,36015728.43
3500,8,189,2026-05-06,BUY,792,1926.06,3488.42,1528927.94
3501,17,413,2026-05-06,SELL,56817,1014.86,201454.01,57459846.61
3502,20,435,2026-05-06,BUY,25089,1285.39,95666.49,32344816.20
3503,23,522,2026-05-06,BUY,1126324,13.56,36461.44,15309414.88
3504,24,253,2026-05-06,BUY,214206,613.16,233401.03,131575951.99
3505,25,521,2026-05-06,SELL,4129133,29.88,173851.13,123204642.91
3506,30,140,2026-05-06,SELL,50372,1355.75,144167.03,68147671.97
3507,31,245,2026-05-06,BUY,19779,1110.48,23414.04,21987597.96
3508,35,462,2026-05-06,SELL,33436,1415.79,49884.12,47288470.32
3509,37,27,2026-05-06,BUY,4001,776.33,15232.41,3121328.74
3510,39,218,2026-05-06,BUY,51221,910.46,30527.56,46665199.22
3511,41,518,2026-05-06,BUY,742846,12.44,22619.24,9263623.48
3512,42,324,2026-05-06,BUY,55798,721.59,22445.58,40285724.40
3513,43,356,2026-05-06,BUY,257526,506.73,246024.26,130742174.24
3514,2,209,2026-05-07,BUY,886,8424.41,24431.04,7488458.30
3515,3,148,2026-05-07,SELL,71182,426.43,63204.46,30290935.80
3516,4,24,2026-05-07,BUY,27797,1239.68,97632.04,34557017.00
3517,7,245,2026-05-07,SELL,27524,1124.96,47971.96,30915427.08
3518,11,31,2026-05-07,SELL,2045,1391.00,9220.71,2835374.29
3519,14,203,2026-05-07,BUY,23692,514.59,9457.34,12201123.62
3520,17,316,2026-05-07,SELL,609716,165.08,351652.35,100300264.93
3521,26,437,2026-05-07,DIVIDEND,0,0.00,0.00,459432.74
3522,28,295,2026-05-07,BUY,20778,491.63,35385.44,10250473.58
3523,31,380,2026-05-07,BUY,271387,109.49,31675.60,29745838.23
3524,32,506,2026-05-07,BUY,277962,102.23,108754.10,28524809.36
3525,33,480,2026-05-07,BUY,89,5124.41,263.29,456335.78
3526,41,169,2026-05-07,BUY,42984,314.02,33038.70,13530874.38
3527,42,103,2026-05-07,BUY,247192,439.74,60597.13,108760807.21
3528,44,296,2026-05-07,BUY,395412,421.80,565449.46,167350231.06
3529,3,148,2026-05-08,BUY,114074,429.82,102094.67,49133381.35
3530,4,166,2026-05-08,BUY,83724,245.07,58133.30,20576373.98
3531,5,152,2026-05-08,BUY,22504,3162.58,338659.56,71509359.88
